iter	RMSE
313	4.315258605
314	4.311518687
315	4.308801131
316	4.308072351
317	4.303369818
318	4.299032931
319	4.298588679
320	4.295921272
321	4.29412687
322	4.28954385
323	4.288385974
324	4.283454533
325	4.280069691
326	4.279619549
327	4.279298751
328	4.274386019
329	4.270927572
330	4.2656138
331	4.263800029
332	4.263273999
333	4.260343559
334	4.258957759
335	4.255102886
336	4.250858656
337	4.247515587
338	4.243818991
339	4.23864101
340	4.235903197
341	4.231109095
342	4.227430633
343	4.22337126
344	4.22092124
345	4.216844906
346	4.215202001
347	4.211549053
348	4.207237942
349	4.202717922
350	4.199389001
351	4.199120726
352	4.197517525
353	4.197259541
354	4.194116024
355	4.187526294
356	4.18658108
357	4.184521904
358	4.182604049
359	4.179424461
360	4.17579983
361	4.171650832
362	4.167773998
363	4.16352637
364	4.163264273
365	4.16279074
366	4.15817345
367	4.15318498
368	4.152919612
369	4.150764469
370	4.147831408
371	4.144392478
372	4.144167605
373	4.141694163
374	4.140330235
375	4.136248678
376	4.133924877
377	4.132216551
378	4.129601314
379	4.129307574
380	4.127280416
381	4.122554783
382	4.119177568
383	4.113710589
384	4.112416177
385	4.106491868
386	4.100218565
387	4.094860535
388	4.092473355
389	4.09203835
390	4.091493247
391	4.090053716
392	4.084522181
393	4.081068779
394	4.076032002
395	4.073144525
396	4.071995193
397	4.068785955
398	4.063801041
399	4.060953187
400	4.055781952
401	4.050841378
402	4.046041129
403	4.045628576
404	4.043621091
405	4.041529308
406	4.038893356
407	4.037467522
408	4.031883131
409	4.028252776
410	4.025475336
411	4.022195051
412	4.020480121
413	4.019395042
414	4.018482023
415	4.012212736
416	4.006308491
417	4.000880685
418	3.99832999
419	3.997072596
420	3.994325007
421	3.991778124
422	3.991566246
423	3.98562783
424	3.981570256
425	3.981194437
426	3.980836531
427	3.976982435
428	3.974978802
429	3.973371425
430	3.973184584
431	3.972424186
432	3.972283391
433	3.971407167
434	3.970998827
435	3.969616099
436	3.965726474
437	3.962947569
438	3.962377246
439	3.959780171
440	3.958853799
441	3.955415306
442	3.953561444
443	3.950228212
444	3.947142275
445	3.942846642
446	3.937388392
447	3.933644146
448	3.930261373
449	3.928610076
450	3.925312764
451	3.925142446
452	3.92151043
453	3.916373182
454	3.914746905
455	3.909370491
456	3.905297093
457	3.90304488
458	3.901697704
459	3.899142619
460	3.898867931
461	3.897032585
462	3.894538745
463	3.891446605
464	3.888865126
465	3.888639755
466	3.886989477
467	3.882691603
468	3.882534833
469	3.880391266
470	3.878125881
471	3.874493256
472	3.874216624
473	3.872573104
474	3.870412677
475	3.868084853
476	3.864268206
477	3.861099799
478	3.855688547
479	3.853817202
480	3.850272921
481	3.845483758
482	3.842426201
483	3.842260394
484	3.837884121
485	3.835252514
486	3.830688761
487	3.828100231
488	3.827663503
489	3.825393749
490	3.823437323
491	3.821493757
492	3.819277973
493	3.814297115
494	3.811047199
495	3.810288978
496	3.804820151
497	3.801653805
498	3.800351675
499	3.799121186
500	3.79534435
501	3.794370949
502	3.791548494
503	3.788831711
504	3.78675134
505	3.782669918
506	3.782209162
507	3.781182615
508	3.779971247
509	3.776394387
510	3.775732472
511	3.771882625
512	3.767603801
513	3.765538931
514	3.762818065
515	3.762422094
516	3.761798039
517	3.758846984
518	3.75710064
519	3.755356589
520	3.751921583
521	3.749926527
522	3.747799661
523	3.746654555
524	3.74328274
525	3.741643746
526	3.741555222
527	3.739797764
528	3.736168444
529	3.73249753
530	3.728619956
531	3.725266136
532	3.723687039
533	3.721880519
534	3.716834836
535	3.713818436
536	3.713708892
537	3.710299578
538	3.710111633
539	3.708396133
540	3.70571111
541	3.704886991
542	3.701851534
543	3.701404299
544	3.698458528
545	3.695022752
546	3.693887422
547	3.691303348
548	3.68758198
549	3.687331322
550	3.684418337
551	3.681893975
552	3.68036182
553	3.678246553
554	3.676913236
555	3.675246392
556	3.675104848
557	3.672598815
558	3.667822986
559	3.666404709
560	3.663110979
561	3.657546529
562	3.65477728
563	3.650937732
564	3.648847569
565	3.64658511
566	3.646257762
567	3.645719254
568	3.641423406
569	3.640568053
570	3.640480604
571	3.640372136
572	3.639252473
573	3.636747576
574	3.634971029
575	3.634831756
576	3.634686926
577	3.634241556
578	3.630831056
579	3.628707301
580	3.628573613
581	3.624901549
582	3.622640767
583	3.620032998
584	3.618811028
585	3.615435614
586	3.610531537
587	3.609290959
588	3.606231644
589	3.602656666
590	3.602483236
591	3.598359695
592	3.596815157
593	3.594546799
594	3.589542596
595	3.584068646
596	3.580740799
597	3.578137833
598	3.574482355
599	3.572731458
600	3.568072861
601	3.564352055
602	3.564213464
603	3.562784127
604	3.560066914
605	3.559885371
606	3.557806086
607	3.556290061
608	3.55392909
609	3.552084748
610	3.548969103
611	3.546383044
612	3.54211963
613	3.537635649
614	3.535788703
615	3.53302893
616	3.528289182
617	3.52631882
618	3.525066072
619	3.524828377
620	3.523171207
621	3.520676617
622	3.519827877
623	3.519761524
624	3.519037352
625	3.517169624
626	3.516541838
627	3.51514788
628	3.512581261
629	3.509433311
630	3.504617793
631	3.501292328
632	3.4998184
633	3.499727125
634	3.498048569
635	3.495854577
636	3.495045686
637	3.49359815
638	3.49135039
639	3.486923888
640	3.486794137
641	3.486693316
642	3.486363159
643	3.485659273
644	3.481363192
645	3.480511273
646	3.478057446
647	3.475851726
648	3.47430038
649	3.474167124
650	3.471762221
651	3.470078387
652	3.468933759
653	3.467001958
654	3.464507304
655	3.462300029
656	3.457935883
657	3.454255272
658	3.451109706
659	3.448302722
660	3.44673004
661	3.446592643
662	3.445030032
663	3.44313779
664	3.442749295
665	3.439157586
666	3.43727961
667	3.436264617
668	3.434489005
669	3.430618689
670	3.430012145
671	3.425558431
672	3.421580084
673	3.421515819
674	3.419082274
675	3.41825145
676	3.417608444
677	3.417558581
678	3.415002417
679	3.413571739
680	3.41047769
681	3.407832518
682	3.405415103
683	3.403826488
684	3.403113609
685	3.403023473
686	3.401209923
687	3.399398887
688	3.395605895
689	3.393296882
690	3.390884336
691	3.387741004
692	3.387629841
693	3.385947213
694	3.384469871
695	3.383407275
696	3.38203428
697	3.380799177
698	3.37881329
699	3.378710082
700	3.375900617
701	3.374980715
702	3.373485828
703	3.372488398
704	3.371540045
705	3.370033967
706	3.367947253
707	3.364127744
708	3.363122109
709	3.36305289
710	3.359901011
711	3.359409823
712	3.358783132
713	3.357376818
714	3.354539481
715	3.353010602
716	3.349219587
717	3.34666691
718	3.345340758
719	3.342691516
720	3.340982737
721	3.340009889
722	3.337116567
723	3.332076625
724	3.328800182
725	3.326358729
726	3.322859783
727	3.322305585
728	3.318993582
729	3.317038219
730	3.315192236
731	3.314194205
732	3.313472686
733	3.312023815
734	3.311479786
735	3.311398588
736	3.310411675
737	3.306469318
738	3.301909217
739	3.298382758
740	3.295742786
741	3.295148263
742	3.291882512
743	3.287919101
744	3.286625644
745	3.28431812
746	3.281558241
747	3.279611614
748	3.277669639
749	3.275376649
750	3.273762397
751	3.271605358
752	3.271452792
753	3.27032917
754	3.269125039
755	3.269014316
756	3.267814622
757	3.267364578
758	3.263580517
759	3.260357792
760	3.260295729
761	3.259385181
762	3.257829155
763	3.256958046
764	3.254720649
765	3.252885178
766	3.250424245
767	3.250231505
768	3.249942673
769	3.249586336
770	3.247889328
771	3.246334668
772	3.244068449
773	3.241064586
774	3.239833284
775	3.236529853
776	3.236477815
777	3.235306772
778	3.231390041
779	3.228755087
780	3.227241604
781	3.224744356
782	3.224338082
783	3.221839324
784	3.218364384
785	3.216328998
786	3.214745446
787	3.213892364
788	3.213277384
789	3.212730913
790	3.211297041
791	3.209228229
792	3.206840654
793	3.206393402
794	3.203552693
795	3.203489299
796	3.20018085
797	3.198721183
798	3.197616784
799	3.195495025
800	3.193757501
801	3.193686778
802	3.191454717
803	3.188975057
804	3.186333679
805	3.185951119
806	3.184864533
807	3.183930796
808	3.182683535
809	3.181836947
810	3.180198822
811	3.179387526
812	3.178143307
813	3.176599232
814	3.176509224
815	3.173925856
816	3.170516456
817	3.167685433
818	3.1643362
819	3.164244395
820	3.162580148
821	3.16236188
822	3.159423901
823	3.156264631
824	3.154267736
825	3.154220052
826	3.153599819
827	3.151840532
828	3.150681509
829	3.150193772
830	3.147806396
831	3.146489098
832	3.144949127
833	3.142361461
834	3.138761863
835	3.136952453
836	3.134339856
837	3.131608667
838	3.129122887
839	3.12671619
840	3.125754074
841	3.123557145
842	3.12290018
843	3.120334968
844	3.119336824
845	3.11743184
846	3.116215504
847	3.111511167
848	3.110129658
849	3.108602427
850	3.106328555
851	3.104816307
852	3.101750226
853	3.100988482
854	3.100251435
855	3.10018594
856	3.09758431
857	3.097173023
858	3.095717182
859	3.095604077
860	3.095043539
861	3.093980905
862	3.093501566
863	3.091332087
864	3.086877246
865	3.084684122
866	3.084620801
867	3.082029447
868	3.079534595
869	3.077865109
870	3.076561365
871	3.074705214
872	3.07361321
873	3.072719871
874	3.071938381
875	3.071590237
876	3.069229463
877	3.068524041
878	3.067280205
879	3.06471953
880	3.063997959
881	3.062945019
882	3.06040632
883	3.059158909
884	3.058334908
885	3.057892645
886	3.0564684
887	3.055545256
888	3.053559619
889	3.051231999
890	3.049620648
891	3.048465175
892	3.047588758
893	3.046484239
894	3.046331131
895	3.044965732
896	3.042716902
897	3.042077561
898	3.039288241
899	3.03895793
900	3.035275721
901	3.035003429
902	3.034280787
903	3.033125533
904	3.032879481
905	3.029721016
906	3.027865864
907	3.02658152
908	3.023584479
909	3.021319062
910	3.019792253
911	3.017365523
912	3.016886383
913	3.014472962
914	3.01356773
915	3.010963773
916	3.010347435
917	3.008441322
918	3.007752576
919	3.006633379
920	3.004595344
921	3.003687173
922	3.002568153
923	3.001741452
924	3.001321892
925	3.000138601
926	2.997778999
927	2.996073665
928	2.995261099
929	2.994164429
930	2.992839198
931	2.991850288
932	2.990479155
933	2.989105314
934	2.987623826
935	2.986386895
936	2.985531572
937	2.983138714
938	2.981647514
939	2.979953392
940	2.977704903
941	2.977061313
942	2.975608751
943	2.973306475
944	2.973262316
945	2.97255376
946	2.970803453
947	2.968049586
948	2.966884986
949	2.965730958
950	2.962786805
951	2.962356006
952	2.96157947
953	2.961222234
954	2.959710171
955	2.958206008
956	2.955520218
957	2.953249599
958	2.951123975
959	2.948867377
960	2.94834661
961	2.945567069
962	2.945080038
963	2.943016704
964	2.94125979
965	2.940358032
966	2.938179527
967	2.937222242
968	2.936669192
969	2.934496662
970	2.932143925
971	2.931396163
972	2.929022879
973	2.928683326
974	2.928572073
975	2.928344674
976	2.927162052
977	2.925461848
978	2.923552234
979	2.921479468
980	2.920424873
981	2.919338407
982	2.91801851
983	2.916376928
984	2.914544057
985	2.913624707
986	2.912804427
987	2.912750684
988	2.910930629
989	2.909846873
990	2.908423806
991	2.90812996
992	2.907448664
993	2.907385304
994	2.906577371
995	2.904920679
996	2.904243016
997	2.901807176
998	2.899829763
999	2.897335721
